SPCODE,SITE_ID,LENGTH_MM,TISSUE,BIOLOGICALS_COMMENTS,SCIENTIFIC_NAME,COMMON_NAME,choose,Species_size
37439002,N33.1,254,10082325,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.1,254,10081328,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.1,284,10082318,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.1,283,10082289,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.1,269,10082461,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.1,287,10082348,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.1,254,10082839,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.1,247,10082853,(null),Rexea solandri,Gemfish,y,Rexea solandri
37038004,N33.1,327,10081873,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.1,320,10081908,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.1,336,10081887,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37228002,N33.1,376,10082855,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37287001,N33.2,232,10082381,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N33.2,245,10082997,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N33.2,216,10082867,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N33.2,220,10082420,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N33.2,183,10082850,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N33.2,204,10082440,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N33.2,182,10082406,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N33.2,180,10082347,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N33.2,164,10082377,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N33.2,129,10082868,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37038004,N33.2,376,10082301,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37296001,N33.2,354,10082967,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.2,321,10082360,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.2,413,10082991,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.2,478,10082373,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.2,455,10082465,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37228002,N33.2,473,10082351,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37439002,N33.2,269,10081982,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.2,282,10082474,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.2,302,10082994,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.2,279,10082822,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.2,276,10083381,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.2,280,NA,tissue lost,Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.2,264,10083443,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.2,262,10083383,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.2,265,10082824,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.2,247,10082408,(null),Rexea solandri,Gemfish,y,Rexea solandri
37465006,N33.3,352,10082432,(null),Nelusetta ayraud,Ocean Jacket,y,Nelusetta ayraud
37296001,N33.3,494,10082856,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.3,611,10082891,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.3,483,10083385,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.3,461,10083386,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.3,421,10082871,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.3,387,10081327,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.3,439,10082391,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.3,478,10082660,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N33.3,485,10081867,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37439002,N33.3,267,10082860,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.3,254,10081189,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.3,260,10082844,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.3,243,10081116,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.3,266,10082890,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.3,259,10082884,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.3,253,10082966,gonad lost,Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.3,258,10082491,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N33.3,272,10082859,(null),Rexea solandri,Gemfish,y,Rexea solandri
37038004,N33.3,368,10082476,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.3,353,10082477,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.3,302,10082463,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.3,336,10082478,2 pups,Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.3,330,10082421,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.3,331,10082493,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.3,370,10082492,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.3,325,10081917,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.3,359,10082508,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N33.3,365,10082507,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37465006,N35.1,220,10083530,(null),Nelusetta ayraud,Ocean Jacket,y,Nelusetta ayraud
37296001,N35.1,250,10083407,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N35.1,239,10083379,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N35.1,248,10084117,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N35.1,342,10084090,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.1,320,10083434,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.1,218,10084087,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N35.1,220,10083497,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N35.1,303,10083464,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.1,229,10083522,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N35.1,188,10083554,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37228002,N35.1,423,10083552,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37038004,N35.1,304,10083361,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.1,347,10083391,pupps,Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.1,356,10083364,pupps,Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.1,309,10083392,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.1,310,10083394,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.1,302,10083450,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.1,334,10083513,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.1,315,10083511,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.1,320,10083456,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37439002,N35.1,255,10083491,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.1,248,10083516,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.1,274,10083549,(null),Rexea solandri,Gemfish,y,Rexea solandri
37445006,N35.1,213,10083488,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37287001,N35.1,211,10083437,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.1,210,10083410,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.1,161,10083363,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.1,158,10083438,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.1,155,10083420,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.1,158,10083423,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.1,126,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.1,153,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.1,129,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.1,191,10083402,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37445006,N35.2,185,10083459,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.2,190,10083590,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.2,195,10083755,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.2,290,10083759,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.2,189,10083753,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.2,195,10083752,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.2,196,10083620,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.2,199,10083787,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.2,205,10083756,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.2,192,10083729,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37287001,N35.2,179,10083419,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.2,177,10083389,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.2,202,10083387,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.2,185,10083388,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.2,162,10083441,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.2,105,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.2,105,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.2,106,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.2,120,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.2,145,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37296001,N35.2,406,10083645,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.2,494,10083608,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.2,549,10083641,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.2,376,10083582,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.2,409,10083433,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.2,362,10083589,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.2,250,10083657,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N35.2,304,10083781,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.2,298,10083659,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_sm
37296001,N35.2,373,10083655,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37439002,N35.2,273,10083617,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.2,274,10083624,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.2,274,10083684,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.2,273,10083676,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.2,251,10083643,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.2,249,10083674,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.2,262,10083692,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.2,281,10083780,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.2,254,10083596,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.2,265,10083694,(null),Rexea solandri,Gemfish,y,Rexea solandri
37228002,N35.2,437,10083598,(null),Genypterus blacodes,Pink Ling,y,Genypterus blacodes
37038004,N35.2,321,10083658,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.2,346,10083594,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37439002,N35.3,270,10084124,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.3,274,10084157,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.3,265,10084093,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.3,266,10084123,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.3,304,10084156,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.3,262,10084065,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.3,268,10084152,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.3,276,10084161,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.3,277,10084099,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N35.3,285,10084072,(null),Rexea solandri,Gemfish,y,Rexea solandri
37287001,N35.3,217,10084061,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.3,126,NA,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.3,101,NA,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.3,186,10084088,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.3,200,10084058,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.3,206,10082896,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.3,137,NA,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.3,208,10084109,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.3,172,10084169,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N35.3,126,NA,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37445006,N35.3,201,10083562,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.3,216,10083529,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.3,217,10083564,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.3,206,10083665,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.3,211,10083602,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.3,209,10083574,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.3,207,10083664,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.3,202,10083631,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.3,208,10083633,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N35.3,207,10083601,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37296001,N35.3,411,10084131,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.3,355,10084070,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.3,364,10084128,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.3,363,10083560,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.3,320,10084103,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.3,370,10084133,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.3,371,10084075,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.3,462,10084108,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.3,510,10084104,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N35.3,428,10084168,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37038004,N35.3,283,10083660,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37038004,N35.3,333,10083565,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree,y,Urolophus paucimaculatus
37296001,N37.1,460,10082302,shot 3,Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37296001,N37.1,462,10082339,(null),Platycephalus richardsoni,Tiger Flathead,y,Platycephalus richardsoni_lg
37287001,N37.1,290,10082338,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N37.1,234,10082304,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N37.1,227,10081409,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N37.1,242,10081379,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N37.1,231,10082460,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N37.1,197,10082321,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N37.1,168,10082296,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N37.1,156,10082323,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N37.1,137,10082430,(null),Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37287001,N37.1,111,10081331,whole fish,Helicolenus percoides,Reef Ocean Perch,y,Helicolenus percoides
37445006,N37.1,242,10081347,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N37.1,250,10082300,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N37.1,197,10082337,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N37.1,242,10082335,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N37.1,239,10082291,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N37.1,247,10082490,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N37.1,256,10081891,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N37.1,251,10082316,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N37.1,207,10081496,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37445006,N37.1,264,10081465,(null),Seriolella punctata,Silver Warehou,y,Seriolella punctata
37439002,N37.1,322,10082327,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N37.1,261,10081376,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N37.1,269,10081356,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N37.1,296,10081375,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N37.1,311,10081406,(null),Rexea solandri,Gemfish,y,Rexea solandri
37439002,N37.1,292,10081337,(null),Rexea solandri,Gemfish,y,Rexea solandri
